word,count_in_spam,count_in_nonspam,P(word),P(non-spam),P(spam),P(word|spam),P(word|nonspam),P(spam|word),P(non_spam|word)
mataya,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
viewer,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
adjusted,0,20,1.5e-05,0.761173,0.238827,0.0,1.9e-05,0.0,0.958102
kulick,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
trifurcation,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
spearheading,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
kevinxu,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
familar,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
chavan,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
ectlon,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
golebiowscy,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
godzin,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
bucketing,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
weeklong,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
shielding,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
lillian,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
rchahal,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
billot,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
celebrates,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
stokes,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
gruesse,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
lian,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
franklin,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
regassified,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
marsden,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
deploying,0,8,6e-06,0.761173,0.238827,0.0,8e-06,0.0,0.958102
przeprowadzam,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
reconfiguring,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
specification,0,19,1.5e-05,0.761173,0.238827,0.0,1.8e-05,0.0,0.958102
bauru,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
projektu,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
subtle,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
ccc,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
definatly,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
finalization,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
alpbacher,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
numerate,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
authorizing,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
konto,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
opoznienia,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
wiltshire,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
smash,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
longexecsum,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
muniz,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
volksw,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
arguing,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
sinewave,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
stg,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
sungvince,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
lanesborough,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
bickett,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
hillier,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
lawera,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
trainee,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
joannie,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
rossi,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
revised,0,68,5.2e-05,0.761173,0.238827,0.0,6.6e-05,0.0,0.958102
anguiano,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
skewed,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
deliberation,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
parbhu,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
lebroc,0,18,1.4e-05,0.761173,0.238827,0.0,1.7e-05,0.0,0.958102
viejou,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
trudno,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
consultancies,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
appendices,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
cob,0,16,1.2e-05,0.761173,0.238827,0.0,1.6e-05,0.0,0.958102
champagne,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
sgould,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
nesbitt,0,74,5.7e-05,0.761173,0.238827,0.0,7.2e-05,0.0,0.958102
gre,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
hjm,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
iir,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
raship,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
ezequiel,0,8,6e-06,0.761173,0.238827,0.0,8e-06,0.0,0.958102
nance,0,19,1.5e-05,0.761173,0.238827,0.0,1.8e-05,0.0,0.958102
workfiles,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
thall,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
deactivated,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
mlmam,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
bourke,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
ktora,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
perm,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
iona,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
dmtf,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
underwrites,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
msl,0,13,1e-05,0.761173,0.238827,0.0,1.3e-05,0.0,0.958102
emerald,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
zachary,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
adjustment,0,20,1.5e-05,0.761173,0.238827,0.0,1.9e-05,0.0,0.958102
simulator,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
lola,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
amicably,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
clippings,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
sanders,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
turbine,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
dioun,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
exploratory,0,30,2.3e-05,0.761173,0.238827,0.0,2.9e-05,0.0,0.958102
neg,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
prace,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
nlipinski,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
destabilize,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
mooted,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
eyeballs,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
asps,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
bumping,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
dikeman,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
explains,0,11,8e-06,0.761173,0.238827,0.0,1.1e-05,0.0,0.958102
subisidiary,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
ols,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
etsweb,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
lied,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
amitava,0,130,0.0001,0.761173,0.238827,0.0,0.000126,0.0,0.958102
fraser,0,13,1e-05,0.761173,0.238827,0.0,1.3e-05,0.0,0.958102
madhav,0,11,8e-06,0.761173,0.238827,0.0,1.1e-05,0.0,0.958102
leahy,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
lyelle,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
alamos,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
fujita,0,20,1.5e-05,0.761173,0.238827,0.0,1.9e-05,0.0,0.958102
syria,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
lkao,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
distriutions,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
ostatni,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
wicku,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
yankees,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
recipe,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
lundstrom,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
unilateral,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
szara,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
edycja,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
semichem,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
litany,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
cartels,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
heartland,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
conspired,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
seated,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
vetters,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
redistributed,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
vitally,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
pointless,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
ubs,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
authored,0,19,1.5e-05,0.761173,0.238827,0.0,1.8e-05,0.0,0.958102
szablya,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
pghosh,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
luitgard,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
esol,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
particuarly,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
floyd,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
pabianic,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
moreno,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
gofree,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
sharif,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
powerdat,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
whitselk,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
aimeedodson,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
ladish,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
deflect,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
riskops,0,11,8e-06,0.761173,0.238827,0.0,1.1e-05,0.0,0.958102
hyper,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
dependant,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
outspoken,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
elektronicznie,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
enrononlinetm,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
physicist,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
fsddatasvc,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
skilling,0,127,9.8e-05,0.761173,0.238827,0.0,0.000123,0.0,0.958102
plenum,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
jacf,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
sherriff,0,78,6e-05,0.761173,0.238827,0.0,7.6e-05,0.0,0.958102
abreast,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
employing,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
hostess,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
shift,0,35,2.7e-05,0.761173,0.238827,0.0,3.4e-05,0.0,0.958102
severs,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
divelbiss,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
rdl,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
privatize,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
autoworker,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
appreacited,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
brink,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
goveror,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
grip,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
jpecher,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
skontaktowania,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
lucid,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
commissioners,0,8,6e-06,0.761173,0.238827,0.0,8e-06,0.0,0.958102
saftey,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
stadtwerke,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
qkerr,0,10,8e-06,0.761173,0.238827,0.0,1e-05,0.0,0.958102
electrica,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
jere,0,24,1.8e-05,0.761173,0.238827,0.0,2.3e-05,0.0,0.958102
accusation,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
lres,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
outlet,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
nonmarket,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
cobaltl,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
mentee,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
terminal,0,31,2.4e-05,0.761173,0.238827,0.0,3e-05,0.0,0.958102
proan,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
relate,0,46,3.5e-05,0.761173,0.238827,0.0,4.5e-05,0.0,0.958102
gsa,0,12,9e-06,0.761173,0.238827,0.0,1.2e-05,0.0,0.958102
rulemaking,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
wever,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
mcrew,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
copan,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
avr,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
unduly,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
agato,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
mohsin,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
miramonte,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
tehachapi,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
reclass,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
viewstory,0,35,2.7e-05,0.761173,0.238827,0.0,3.4e-05,0.0,0.958102
slovenia,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
nita,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
makevc,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
epilogue,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
vigne,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
popkin,0,10,8e-06,0.761173,0.238827,0.0,1e-05,0.0,0.958102
allocating,0,10,8e-06,0.761173,0.238827,0.0,1e-05,0.0,0.958102
shielded,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
altos,0,30,2.3e-05,0.761173,0.238827,0.0,2.9e-05,0.0,0.958102
execs,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
nontrivial,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
curtis,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
finalizing,0,25,1.9e-05,0.761173,0.238827,0.0,2.4e-05,0.0,0.958102
crack,0,9,7e-06,0.761173,0.238827,0.0,9e-06,0.0,0.958102
surfacing,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
machince,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
carol,0,51,3.9e-05,0.761173,0.238827,0.0,4.9e-05,0.0,0.958102
visualisation,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
sachs,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
lipshutz,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
rationalizing,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
nitty,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
kelemen,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
oscar,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
einem,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
fernley,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
mingcheng,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
opener,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
helton,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
keynote,0,60,4.6e-05,0.761173,0.238827,0.0,5.8e-05,0.0,0.958102
kuppuswamy,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
penciled,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
junqueira,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
przeslac,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
userconf,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
ruthvan,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
lanette,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
cedents,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
resolutions,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
glossaries,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
bacton,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
unpretensive,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
mirman,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
directive,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
petroleos,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
approves,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
decarlo,0,10,8e-06,0.761173,0.238827,0.0,1e-05,0.0,0.958102
generalize,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
sugar,0,9,7e-06,0.761173,0.238827,0.0,9e-06,0.0,0.958102
kerryn,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
degiacinto,0,18,1.4e-05,0.761173,0.238827,0.0,1.7e-05,0.0,0.958102
luty,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
hurredly,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
niezmiernie,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
polling,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
tiverton,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
byles,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
swissre,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
potwirerdzenia,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
drift,0,11,8e-06,0.761173,0.238827,0.0,1.1e-05,0.0,0.958102
woolgar,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
brompton,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
pivot,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
maps,0,8,6e-06,0.761173,0.238827,0.0,8e-06,0.0,0.958102
forgotton,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
napa,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
northeast,0,18,1.4e-05,0.761173,0.238827,0.0,1.7e-05,0.0,0.958102
anomaly,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
usaee,0,9,7e-06,0.761173,0.238827,0.0,9e-06,0.0,0.958102
cnl,0,13,1e-05,0.761173,0.238827,0.0,1.3e-05,0.0,0.958102
wodnicki,0,13,1e-05,0.761173,0.238827,0.0,1.3e-05,0.0,0.958102
ths,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
specialising,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
siddique,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
intertemporal,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
aprox,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
adjournment,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
mcdonald,0,8,6e-06,0.761173,0.238827,0.0,8e-06,0.0,0.958102
rueckfragen,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
tex,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
galagher,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
panem,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
dissertation,0,42,3.2e-05,0.761173,0.238827,0.0,4.1e-05,0.0,0.958102
zbol,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
riders,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
rlyczak,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
zco,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
dass,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
inland,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
slippage,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
circumvent,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
crowsley,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
usernames,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
rookley,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
wolny,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
gujarat,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
hh,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
panie,0,13,1e-05,0.761173,0.238827,0.0,1.3e-05,0.0,0.958102
scandinavian,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
alon,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
emchombo,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
slightest,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
optimality,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
charities,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
rtos,0,8,6e-06,0.761173,0.238827,0.0,8e-06,0.0,0.958102
citizenspower,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
violate,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
suited,0,24,1.8e-05,0.761173,0.238827,0.0,2.3e-05,0.0,0.958102
wpasc,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
ponder,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
heathman,0,9,7e-06,0.761173,0.238827,0.0,9e-06,0.0,0.958102
aep,0,14,1.1e-05,0.761173,0.238827,0.0,1.4e-05,0.0,0.958102
surpass,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
smikle,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
ochote,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
uciekamy,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
magdalinweiss,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
cieplo,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
lecie,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
doznajemy,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
clemmons,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
